,latitude,longitude,Au,Mid_Depth,DepthFrom,DepthTo,MagSus,MassInAir,MassInWater,SGFinal
50,-29.215203984106584,135.3552342726951,0.0005,40.0,30.0,50.0,169.30108961488804,7052.672746947468,4554.1384812413,2.8102218180142087
51,-29.20220400300977,135.32072820245278,0.001,35.833333333333336,30.0,41.0,166.87475586240544,7064.198700729441,4561.089030441954,2.8061930309675294
52,-29.185749722181026,135.29342092815,0.0005,29.75,28.0,31.0,165.8813270964347,7076.151448508557,4569.781172950043,2.8023737791253045
53,-29.187376580154854,135.2923970100154,0.0,34.833333333333336,28.0,36.0,167.8788934380027,7070.318858479837,4563.776008663717,2.8054826110323847
54,-29.692802241275125,135.45044717017842,0.0,92.25,80.0,94.5,74.70065294264168,6901.697990120199,4376.769240569918,2.8104039095010407
55,-29.69555978561653,135.43547118147774,0.0,89.5,89.0,91.0,67.2747475503038,6914.024627381972,4386.939472123609,2.8035440075856104
56,-29.68924244664214,135.4354439418803,0.0,108.8,101.0,109.2,68.01303092216222,6895.345111952378,4367.52957394919,2.8090050719947888
57,-29.679766426834,135.4354030987468,0.0,136.95,92.0,153.0,102.08438701703017,6893.383742777773,4375.819099839346,2.835100806066425
58,-29.68374553753826,135.45970876305483,0.0,77.75,75.0,81.0,73.3056051211588,6915.28875939456,4392.237950481309,2.8044848106690106
59,-29.68443756150491,135.45531928111959,0.0,130.5,130.0,131.0,58.51143039077397,6875.154054328395,4347.790433841234,2.8074901092909745
60,-29.690935468450483,135.4682689027388,0.0,79.5,78.0,82.0,69.89299061919337,6908.299833825455,4384.893491545894,2.8038355747670947
61,-29.375027341273714,135.52477674167125,0.0012000000000000001,52.25,46.0,58.0,127.03663623795,6941.39308644101,4443.0019717884825,2.8087223616086536
62,-29.370334296510574,135.5247526715018,0.0,50.5,50.0,51.0,119.60687560090082,6934.419190640252,4433.031134627792,2.8043154809228903
63,-29.366724259816213,135.52473415987268,0.0006666666666666666,45.916666666666664,42.0,48.0,124.78111739944143,6939.891969786797,4439.995954498867,2.806112508930352
64,-29.36176045615121,135.5247087118988,0.0,38.0,38.0,40.0,124.55084893182539,6947.687298740097,4448.147418362274,2.8033381068957763
65,-29.349141441526108,135.52052343361083,0.0005,44.0,39.0,50.0,132.35007572747782,6953.148221122516,4456.320730250707,2.807581209360704
66,-29.353218760264483,135.5164233803142,0.0,73.0,68.0,74.0,121.38984549826455,6923.272393996667,4421.797034096879,2.8089920166214553
67,-29.347262175472327,135.51639334369656,0.00075,55.625,48.0,61.0,131.591422286976,6944.467286004645,4446.728265809748,2.809871678572366
68,-29.34420158613521,135.51431770550948,0.004,68.5,68.5,69.0,120.09460453038082,6929.540970525071,4428.107861399594,2.8058892596520817
69,-29.345127779374607,135.50814167274947,0.0,47.85,38.0,49.7,132.23168310002075,6945.234975923613,4445.4314889367815,2.8094014432129204
70,-29.33968901478993,135.51429505078517,0.001,46.0,42.0,50.0,131.2462585497342,6951.723168811277,4453.691712449641,2.8067879159025844
71,-29.21718231891769,135.42005804016318,0.0,49.875,48.0,51.0,150.1839191782292,7000.336511837853,4500.410076134314,2.8055063529944224
72,-29.224826406496625,135.39961381461728,0.0,115.175,0.0,116.0,210.34754528953272,6909.300814567796,4410.3730351228605,2.8710566797741874
73,-29.224820552673112,135.40156873207198,0.00125,31.125,0.0,38.0,178.21685606878054,7019.979459265025,4523.933664173117,2.8202816808953193
74,-29.23713655226597,135.41756688814547,0.001,45.25,42.0,47.0,149.6831493537993,7003.220228478727,4502.639699764326,2.805705099211972
75,-29.245686358352305,135.4253200189418,0.00025,47.875,42.0,53.0,152.191882347317,7003.040336990376,4504.498730807734,2.808144676536992
76,-29.350122384230147,135.58851899859525,5.882352941176471e-05,51.05823529411765,43.7,60.28,131.61218586904397,6922.941506029249,4432.631522758435,2.8110833447231593
77,-29.215019440350947,135.41902040075678,0.0009523809523809525,83.19984126984129,80.85,89.79,148.90604109674678,6989.275784460955,4491.148515321307,2.810178816984282
78,-29.219699713308138,135.42315490009221,0.002074074074074074,67.32037037037037,67.18,67.89,144.37376965878138,6985.914663370433,4484.937625990513,2.8060958244715204
79,-29.68221561498745,135.44523227135318,0.004839285714285717,115.90375000000002,105.8,130.3,81.2775040177221,6915.980387425439,4397.186203476649,2.8144323922144308
80,-29.68739614780777,135.4478390824207,0.004372093023255815,104.49069767441861,97.9,125.6,86.4979160345556,6938.54323013224,4423.812184109953,2.8130916088585827
81,-29.684679960288182,135.45041094912838,0.003698113207547171,108.49943396226415,106.0,109.1,64.70150584605835,6892.041941060954,4365.455406746572,2.80646397996353
82,-29.694842740908538,135.46068957404123,0.004163265306122451,201.72173469387755,176.9,203.1,58.539778789736374,6811.884369859825,4283.088812694696,2.827146168225105
83,-29.697020139963165,135.45739170380372,0.0013066666666666676,189.50026666666668,183.0,192.9,50.76722845342192,6834.791109832593,4306.341899491012,2.8167396256330206
84,-29.700676495999762,135.46991635291664,0.015962264150943407,96.37735849056604,87.42,100.0,65.36093880816952,5117.433333333333,3256.133333333333,2.6865
85,-29.69155086676333,135.46005437745242,0.004416666666666668,100.98638888888887,100.6,106.6,67.85849005208729,6904.066499518176,4380.8965811016915,2.8058905436587454
86,-29.348796447824267,135.51640107953602,0.0014827586206896555,87.12189655172413,86.0,89.6,117.93717068980732,6918.832727881832,4417.664278516046,2.8086610330821564
87,-29.215283744133462,135.42107911471894,0.0002,78.21666666666665,78.1,79.8,143.79864259752867,6981.953634223282,4481.1682484619905,2.807359897121623
88,-29.215657167700144,135.41711967290271,0.0,53.3875,48.0,55.5,153.03387539254436,6999.889087968495,4500.435728382934,2.8079059475366988
89,-29.42490722462127,135.53224933980684,0.00016666666666666666,48.0,30.0,54.0,127.79299051441194,6930.5408919245965,4430.82571722287,2.8141437004768695
90,-29.42400472412006,135.53224463501138,0.0005,54.375,32.0,56.0,125.5071630589191,6914.561926620823,4412.336611260247,2.81601467566182
91,-29.421338006290107,135.52192192947777,0.0,48.25,48.0,48.5,112.01770393913284,6931.232728405281,4426.731432631748,2.803324010528425
92,-29.466931144762487,135.51782360195463,0.0,28.333333333333332,21.0,32.0,117.11000710370536,6946.22588689602,4442.068365375919,2.8054816802049096
93,-29.467842849425054,135.5154561256488,0.0013333333333333333,43.68333333333334,28.0,48.0,119.95539517029829,6933.889227828942,4429.674180941694,2.8114422117384645
94,-29.69826637676193,135.4623591170274,0.0031666666666666666,87.75,87.0,93.0,69.36630307430642,6910.6537884010795,4387.637437255351,2.804716523567527
95,-29.70050441529575,135.46753798707877,0.0030000000000000005,83.5,78.0,86.0,70.24998280789623,6902.81744594152,4378.893241046997,2.8062133797527267
96,-29.42580972499943,135.53225404481682,0.0,54.925,52.0,66.3,121.22386617569464,6944.337287101545,4446.5858621792595,2.808095955857838
97,-29.417645641259426,135.5425199140646,0.0003846153846153846,44.48269230769232,37.4,51.3,122.69595197632589,6936.0026386098325,4437.491539146209,2.808448125136742
98,-29.692764893311534,135.4613002821257,0.00025,70.875,68.0,71.0,70.52015952262082,6911.521620022846,4386.587200604419,2.8030859136466106
99,-29.690959945566426,135.46129203777116,0.0,70.0,68.0,72.0,72.10438579732727,6916.845354338628,4393.079467465754,2.803009075207398
100,-29.68915499732707,135.46128379416672,0.0,83.95,83.0,85.0,67.93671068828371,6905.651200469663,4380.787169712779,2.8035460658023763
101,-29.687350048593483,135.46127555131238,0.0,71.75,71.0,74.0,71.70378780630199,6917.149598015803,4393.588326037852,2.8026102829371937
102,-29.690995532623905,135.450955925855,0.0,84.08333333333333,80.0,90.0,74.62629293121063,6919.224519316518,4396.469996547217,2.806229280586921
103,-29.68919058179215,135.4509478669485,0.0004,100.1,100.0,101.0,64.42894018057632,6899.066081272769,4372.637319811629,2.804437720882092
104,-29.68738563046624,135.4509398087753,0.00075,103.75,102.0,107.0,67.15449232326318,6901.0470425964595,4376.003873190497,2.806231105417833
105,-29.68558067864621,135.45093175133536,0.0013333333333333333,84.33333333333333,83.0,86.5,70.21162615064168,6912.729255563616,4387.979196050266,2.8039641037797574
106,-29.69282837404829,135.44269493496896,0.018666666666666665,98.05555555555556,92.0,104.0,73.19219403330862,6911.631636207545,4387.906557049133,2.8084857391726046
107,-29.691023421678967,135.44268702310197,0.0,83.0,83.0,86.0,69.97132068098472,6919.307722303442,4394.111861405723,2.803171230616171
108,-29.689218468815586,135.44267911195487,0.0006000000000000001,100.0,99.0,102.0,66.46539159055283,6904.885360635086,4378.544871063905,2.8050646285692906
109,-29.687413515458125,135.44267120152765,0.0,92.16666666666667,90.0,96.0,70.79256152072594,6914.069232972986,4389.273117742145,2.8054081853907586
110,-29.69869947126007,135.46752962862644,0.0,76.58333333333333,74.0,79.0,69.98107573099333,6909.144300885822,4385.384058660005,2.804022891390622
111,-29.696894526730013,135.46752127093455,7.142857142857143e-05,95.89285714285714,94.0,101.0,68.23130859827506,6901.949939633552,4378.976366471168,2.8061188153735133
112,-29.69508958170557,135.4675129140031,0.00025,84.0,81.0,87.0,69.79508074847217,6905.403497865966,4381.88614375551,2.8051126739256356
113,-29.692338653396824,135.45406284759548,0.0015,84.25,84.0,87.0,68.8481483275682,6912.384902396643,4387.76817527968,2.8034885723585274
114,-29.694143602592177,135.4540709632037,0.003,84.0,84.0,87.0,68.68587032522737,6912.981798431978,4388.423149294804,2.803375615644722
115,-29.69594855129333,135.4540790795503,0.0018571428571428573,86.21428571428571,81.0,87.0,69.35406499962846,6903.983780635426,4378.213268813937,2.8057872255329803
116,-29.69100605149795,135.44785508868605,0.006333333333333334,83.0,83.0,88.0,71.51243269204133,6921.1502045656125,4397.549333168896,2.8037226253389234
117,-29.689201099899922,135.44784708518924,0.0021666666666666666,100.08333333333333,97.0,106.0,71.08719129352176,6909.997389849719,4386.406130860889,2.8071754177806656
118,-29.68515732306653,135.4426613145057,0.00075,91.875,88.0,99.0,75.29690716460755,6920.890963077905,4398.2236285971485,2.8070957182583505
119,-29.690533703707253,135.45405473272572,0.006,81.9,76.0,82.0,70.90876974613275,6905.707785359027,4380.109684836349,2.805648870285849
120,-29.695937885135198,135.45718006580984,0.0005,115.95833333333333,97.0,119.0,74.04441119580406,6880.173325751679,4355.348428370089,2.816396177524435
121,-29.695035411234866,135.45717597983193,0.0014500000000000003,57.6875,48.0,73.0,91.33502151543325,6952.3486067756385,4436.660361105791,2.809012048981847
122,-29.69413293721096,135.4571718940399,0.00018181818181818183,72.67045454545455,47.0,81.0,92.49105425885318,6919.241619157929,4399.757407368019,2.817193821425076
123,-29.693230463063497,135.45716780843375,0.0010500000000000002,119.975,117.0,120.0,60.44153435543922,6878.5248512205,4351.120627883816,2.8076330569833985
124,-29.69232798879248,135.45716372301348,0.001571428571428572,100.75,100.0,102.0,64.22774901652701,6895.852031832659,4369.916554076375,2.804969810180592
125,-29.691425514397906,135.45715963777909,0.00030000000000000003,83.9,83.0,85.0,67.82890092756315,6907.444791962149,4382.188206485012,2.8034517116318822
126,-29.69052303987978,135.4571555527305,0.0,86.0909090909091,85.0,92.0,71.99136627160806,6916.412826840067,4393.886450063277,2.804914790639054
127,-29.68826685304391,135.4571453409222,9.090909090909092e-05,97.86363636363636,91.0,102.0,72.0621968627438,6901.817168614554,4378.191901966227,2.8086631002829443
128,-29.69548664820048,135.45717802279765,0.0019473684210526319,117.92105263157895,111.0,130.0,74.01632818272083,6904.142165980953,4383.851340813037,2.812383551793719
129,-29.695979437303706,135.45821393229076,0.00125,105.6875,102.0,107.0,64.56485763965611,6890.266724538415,4364.176170325074,2.8069697491196366
130,-29.69629172345769,135.45924903088743,0.009933333333333334,110.0,104.0,114.0,67.51193889143724,6891.286517672052,4366.831389068191,2.809258024379153
131,-29.69669424877459,135.46028454718007,0.005142857142857143,93.78571428571429,88.0,96.0,69.00720549530706,6898.504279048986,4373.703630861828,2.8072091963090218
132,-29.69434422218305,135.46130749655134,0.0009230769230769231,85.15384615384616,83.0,88.0,69.30370012055391,6907.552032513366,4383.454545454033,2.8046686736093522
133,-29.69524669565401,135.46131161933818,0.0005,92.0,88.0,94.0,68.18424069662797,6899.935857987613,4375.099133305273,2.8060694119041836
134,-29.69614916900138,135.46131574231256,0.0019,103.925,102.0,104.0,62.46853879408627,6888.178517161607,4361.5814578201425,2.80561600606501
135,-29.697006518566926,135.46131965931198,0.002875,99.8125,95.0,100.0,65.18142546143827,6889.847425554166,4363.603994760586,2.806778002521245
136,-29.66996848867899,135.39402427857272,0.00756521739130435,114.0,109.0,115.0,70.7793358477993,6915.166237631631,4385.502047442302,2.8078624007513526
137,-29.6716832095695,135.39403096290698,0.0123125,103.96875,103.0,107.0,71.80267281782835,6928.225704312583,4399.908612259562,2.8052715350104465
138,-29.666087802913808,135.39400915300266,0.000125,111.90625,102.0,117.0,78.72511340275378,6923.900859125864,4397.069047357658,2.811268931814244
139,-29.66518531752524,135.3940056358524,0.0004,94.0,86.0,104.0,85.77887089826254,6948.186787735049,4424.899415061591,2.8097759866528698
140,-29.673307681581267,135.39403729596728,7.692307692307693e-05,110.15384615384616,94.0,135.0,99.95116194232105,6964.49015625074,4449.021608637557,2.8190476179419037
141,-29.67276619095509,135.39403518488956,0.002,102.04545454545455,90.0,123.0,95.50827365504665,6963.638473559793,4446.1163931437695,2.815200378712248
142,-29.69997384204288,135.4644343741047,0.0005714285714285715,75.92857142857143,75.0,77.0,67.78461466053886,6908.702858451532,4383.822808372344,2.80271480528444
143,-29.699071369615368,135.4644302226153,0.001,69.75,46.0,70.0,83.38745642841786,6900.68773082587,4376.836475934866,2.814014016602899
144,-29.69816889706428,135.4644260713147,0.0015,79.25,45.0,80.0,88.8718974250969,6890.277397123515,4366.906623256347,2.820577755966072
145,-29.6972664243896,135.46442192020302,0.0,72.0,72.0,73.0,68.34433915094996,6912.064407169451,4387.407327770205,2.801869564372006
146,-29.69636395159132,135.46441776928012,0.0,74.0,72.0,75.0,69.3753295364404,6909.824383453593,4385.235366416116,2.8031225558321022
147,-29.696371183475183,135.46235043867182,0.0005,80.0,78.0,86.0,72.76373815477018,6917.439790635559,4395.327160867617,2.8048509376785713
148,-29.69727365653684,135.4623545711187,0.0,75.75,39.0,76.0,91.02751363632706,6891.5649917982955,4368.069780824289,2.8214353864513875
149,-29.69907860228941,135.46236283657646,0.0,74.83333333333333,74.0,77.0,69.18778690932231,6912.966858184587,4388.65327745896,2.802807381859993
150,-29.700861751142,135.46857336950666,0.001,66.25,44.0,67.0,83.09373993210102,6902.850931482062,4379.558341823093,2.8130464756250535
151,-29.69995927936841,135.4685691808697,0.001,72.5,42.0,73.0,87.1028369840933,6894.155328600373,4370.928688731978,2.8179385335896976
152,-29.703539648875818,135.4768558366055,0.0,69.5,38.0,70.0,87.39502164685655,6891.642489678365,4368.982575983311,2.8182495060296704
153,-29.699056807471234,135.4685649924233,0.0,63.5,43.0,64.0,82.57126903902099,6905.286741038908,4381.96647641341,2.811823825828023
154,-29.67756678979947,135.41782425417583,0.0,82.5,82.0,83.0,71.50998583923501,6926.819896711517,4399.191393532097,2.8026309211468368
155,-29.669486121567306,135.40435651183006,0.0,122.0,112.0,132.0,80.0661633297841,6922.356124904858,4398.475229054726,2.8135213009003266
156,-29.674901021689628,135.4043781753544,0.0,81.25,53.0,82.0,91.26029984922752,6921.7189482753965,4394.904422299222,2.8171021758343957
157,-29.67219357218375,135.4043673428529,0.0,66.25,52.0,67.0,85.63615228599883,6939.117972318534,4412.370997655633,2.8083358237384832
158,-29.674913570995745,135.40024435897942,0.0,75.25,50.0,76.0,90.7605462900483,6929.229731747779,4402.217921433625,2.8149067121501643
159,-29.674932153193282,135.39404362954636,0.0006000000000000001,101.9,96.0,104.0,74.11604915038515,6925.278359966342,4396.458549420788,2.807409503967774
160,-29.67405999353787,135.3837056412874,0.0,86.25,49.0,88.0,98.23027861723313,6925.716083804324,4398.285302214181,2.822316708900718
161,-29.671352536944212,135.38369536290463,0.0005,76.25,49.0,78.0,94.18330540844909,6937.715313957786,4410.350782996764,2.8161307001725957
162,-29.668645079240363,135.38368508592492,0.0,76.25,47.0,78.0,95.90669920236724,6937.097428928366,4409.981402554249,2.8172162268268837
163,-29.66052269946825,135.38365426340238,0.0,74.25,54.0,76.0,91.68271019812528,6943.620668470827,4416.57553824513,2.812361721129294
164,-29.66233957214809,135.37952779925948,0.00025,94.875,91.0,102.0,81.49488275504882,6950.160656589203,4424.081000471555,2.806842593270031
165,-29.66414454666813,135.37953457445934,0.0005,79.25,78.0,81.0,77.880481206279,6950.448424916587,4421.711279896499,2.8026968824499288
166,-29.66775449422827,135.37954812670898,0.0,73.5,48.0,74.0,93.24812551487594,6940.046473239574,4411.886070521756,2.814638295498172
167,-29.6695594672683,135.37955490375893,0.0075,76.25,52.0,77.0,91.80852190472069,6938.848240347084,4410.632313503069,2.8142853403543424
168,-29.656933483021398,135.37640765734344,0.0025,73.25,55.0,74.0,90.60860582490932,6946.721758854081,4418.746113851945,2.810926055286209
169,-29.662748606359898,135.39399614034616,0.0004,93.8,88.0,102.0,83.12583342737162,6945.702646632362,4421.409498792766,2.8081911326915128
170,-29.65913866223981,135.39398207507386,0.0,73.75,49.0,74.0,93.03956315843425,6934.0322578898995,4407.200518842716,2.814477629610483
171,-29.657333689439692,135.39397504339786,0.0,74.25,52.0,75.0,92.03043671470368,6936.141600835501,4409.546988095659,2.813342018434746
172,-29.658670407648398,135.39966340608666,0.0,71.25,43.0,72.0,96.0730869060717,6932.702634496582,4406.882793730872,2.816289174626182
173,-29.65775382273097,135.4043095944804,0.0,72.25,50.0,73.0,91.83731149908817,6932.780359469038,4406.993166535494,2.8132788691179336
174,-29.660461278159172,135.40432041909764,0.0,76.25,49.0,77.0,93.8607785337772,6927.325896230097,4401.47597854276,2.816264450152575
175,-29.688403057896966,135.41580186459035,0.0,77.5,51.0,78.0,87.99788381057806,6917.918463660797,4391.0996799113655,2.8157625705519873
176,-29.68828105406009,135.4530110062253,0.0003333333333333333,92.66666666666667,91.0,97.0,70.13697427769694,6910.2128281005425,4386.358011211161,2.8054287882405977
177,-29.687378578592266,135.4530069587626,0.0,76.25,41.0,78.0,93.30936835230023,6900.550044408181,4377.697471021025,2.821039759950544
178,-29.686476103000878,135.45300291148408,0.0,75.25,39.0,76.0,93.40416789070878,6898.706838655729,4375.423548657198,2.821245981510252
179,-29.68755553563907,135.4540413448048,0.0,79.0,79.0,84.0,72.54658996047874,6921.6797439215225,4398.818513241644,2.8034544869394113
180,-29.686653060201287,135.4540372882559,0.0,57.5,40.0,58.0,84.5215205276545,6918.918406135272,4395.344797743121,2.8096350595133726
181,-29.68332800144348,135.44988814684487,0.0,101.0,88.0,102.0,73.72296174151597,6893.766373658524,4368.271354300894,2.811412825384958
182,-29.68334371138725,135.44523724284127,0.0,65.5,33.0,66.0,93.63976355091108,6910.668240073232,4387.079271198936,2.8182345233287562
183,-29.68144850932536,135.44522889090277,0.0005,81.25,37.0,82.0,98.56932770339881,6894.842508009977,4371.442438460395,2.8259920001003347
184,-29.69173291611257,135.44641122203788,0.0,78.25,42.0,80.0,93.2279437610141,6901.208306301687,4377.603062566099,2.8216256180305415
185,-29.693265730782212,135.44683145823709,0.001,78.66666666666667,77.0,79.0,68.98512406583359,6913.594869499302,4387.321116114126,2.803039713299979
186,-29.687353643062266,135.46024197789552,0.001,72.75,46.0,73.0,86.74234308611267,6900.383506681061,4376.911616240328,2.8159546233266814
187,-29.69280469952716,135.4497236286587,0.0,68.25,43.0,69.0,86.86750201644463,6909.570447406182,4385.42718420354,2.814671424109373
188,-29.69834212685664,135.46649427206094,0.0,63.25,47.0,65.0,81.19414894157126,6911.199776027537,4388.279977625449,2.8098353314421782
189,-29.69906410467597,135.4664976078987,0.001,82.0,74.0,90.0,77.45186515491878,6915.386794613427,4394.8044121112525,2.8087085062588524
190,-29.69996657683889,135.4665017778666,0.0003333333333333333,67.66666666666667,66.0,72.0,72.82921359906322,6920.348500965487,4397.884316507356,2.8031398463272392
191,-29.701771520793955,135.4665101183716,0.0025,65.5,36.0,66.0,87.73366716819874,6900.250571504883,4377.038842547263,2.8167151938503716
192,-29.70801436965735,135.48721497487284,0.005,97.16666666666667,93.0,99.0,63.74830921942885,6882.498671664936,4358.55836804747,2.8067868218660426
193,-29.70981930596569,135.4872236885365,0.002,84.16666666666667,83.0,86.0,64.20999280079195,6892.920071658005,4369.247453875116,2.8039665313916324
194,-29.711624241779337,135.48723240299287,0.0,80.5,79.0,83.0,65.51630967646997,6896.645772507723,4373.408617535562,2.803937875351618
195,-29.713429177098288,135.48724111824214,0.0,50.25,34.0,52.0,80.49023508236678,6909.2005873106755,4387.490885879388,2.808716693366316
