,latitude,longitude,Cu,Mid_Depth,DepthFrom,DepthTo,MagSus,MassInAir,MassInWater,SGFinal
40,-29.619751318689552,135.43514487827915,20.0,22.5,22.0,23.0,33.1067608806261,6930.742797126455,4448.117448563666,2.8112611695213188
41,-29.669838081728397,135.55626904652766,23.714285714285715,77.35714285714286,60.0,92.0,27.237209432860254,6807.33178181963,4310.788734375397,2.8257998544154015
42,-29.666228226580486,135.55624918271968,16.25,67.8125,55.0,78.5,20.068592584073485,6791.876723215006,4298.29097845943,2.821798373742565
43,-29.664379532749837,135.56657247684402,5.666666666666667,76.33333333333333,68.0,82.0,10.156862454328802,6773.498706856095,4271.700331370434,2.817172270346252
44,-29.70134923725285,135.5740159113766,15.0,86.5,84.0,87.0,-28.342470965682878,6726.332360225148,4199.311890792349,2.8096163285614626
45,-29.725332771912345,135.6093072679106,10.0,102.2,102.0,102.4,-48.66558646177873,6669.695249463155,4130.43389823685,2.8073013585363755
46,-29.72058538923132,135.6113464244583,17.5,91.75,90.0,93.0,-42.923908028195,6658.016942269409,4131.639625190852,2.809621636434179
47,-29.72406405789307,135.6201561043523,31.5,101.75,92.0,110.0,-28.812170777233405,6665.44901323731,4143.017914669734,2.8174417069079634
48,-29.636718989999697,135.48687141862104,127.86111111111111,93.06361111111111,92.05,94.41,25.140825013913854,6794.538561818386,4320.077353024375,2.819156313258212
49,-29.69500286953032,135.4587573450471,1299.3956043956043,111.47346153846154,111.4,113.3,7.791725693681656,5752.428973504895,3677.135901403286,2.89210992209046
50,-29.643680678421784,135.43111516095757,487.27272727272725,89.21590909090908,87.65,90.5,29.62682161880366,6552.347244559853,4195.51001264259,2.8408931620730025
51,-29.69613991477957,135.45878318448356,1257.4705882352941,120.0006862745098,108.1,131.6,29.741158158485632,5838.858238492219,3745.970893556805,2.899001778748149
52,-29.70811765734055,135.57405440337456,10.777777777777779,87.25333333333334,84.7,93.32,-24.290903197943408,6737.59396712212,4213.066581590254,2.8114980345495058
53,-29.601208504929858,135.70529200923997,639.2,164.99899999999997,163.86,168.1,56.773543980882096,6023.873983091267,3803.6594069565253,2.866519467193293
54,-29.44110044907765,135.6570937257172,7.413793103448276,69.45931034482759,56.0,71.25,164.36644453017288,6695.319160947853,4355.070948258668,2.841541727770009
55,-29.340294174774915,135.58640241563072,46.0,38.5,38.0,39.0,229.61963541875593,6759.632632012275,4500.422035209893,2.8443697168062583
56,-29.34570919380938,135.58643341424926,12.0,77.5,62.0,79.0,237.73496829176656,6853.244832511133,4542.14509113285,2.8481110633447146
57,-29.352396752045802,135.58441134872984,7.0,56.5,50.0,59.0,227.95156799214237,6824.957747820161,4529.482075337757,2.8439277935148635
58,-29.350212634416327,135.5885195172418,6.0,43.75,43.0,44.0,221.54649967206205,6793.770955934902,4509.982810392692,2.840772662313043
59,-29.35292013942973,135.58853507773821,24.5,55.75,52.0,59.0,227.16146975503943,6796.320135033326,4512.886804408758,2.844442196741875
60,-29.352360397732447,135.59265257841977,6.0,54.5,52.0,55.0,221.75355771428804,6798.506720426267,4507.226318377543,2.841517877408213
61,-29.3403479162947,135.57404200785692,15.0,37.15,37.0,37.3,228.69214145980732,6806.755940113864,4531.877114596908,2.841424620643831
62,-29.348796447824267,135.51640107953602,160.5,65.875,54.0,74.0,249.39268041658215,6827.191661229037,4568.562946880222,2.856841602727497
63,-29.35144929905665,135.50714285997236,5.75,39.125,32.0,42.0,232.35418510865566,6945.516915228232,4634.13234643951,2.841312441453402
64,-29.35146877842257,135.50199206537994,79.33333333333333,41.833333333333336,36.0,47.0,236.97153580527447,6889.219092514606,4607.779283435986,2.8466550183800363
65,-29.346443534443626,135.49424147303586,36.333333333333336,44.5,40.0,48.0,236.69724268258142,6940.1937247596725,4639.593796339737,2.8424259413671695
66,-29.308032386739487,135.53164185119098,24.0,45.5,40.0,46.0,258.41536538008586,6899.704732648868,4624.354476156499,2.845547694125689
67,-29.215203984106584,135.3552342726951,90.5,40.0,30.0,50.0,352.61783967871816,7188.942170920585,4950.304770663461,2.8577060356702555
68,-29.20220400300977,135.32072820245278,80.66666666666667,35.833333333333336,30.0,41.0,352.77093943273576,7240.631143108185,4993.161275765677,2.8526074823043897
69,-29.185749722181026,135.29342092815,45.0,29.75,28.0,31.0,356.05488016104573,7305.425303492018,5046.179848926848,2.8468749399951947
70,-29.187376580154854,135.2923970100154,55.0,34.833333333333336,28.0,36.0,358.4107590768035,7312.159378510027,5047.575266967193,2.8494585061075544
71,-29.692802241275125,135.45044717017842,58.0,92.25,80.0,94.5,-6.5980336843349505,6926.563081220163,4369.709396118131,2.8131136721748957
72,-29.69555978561653,135.43547118147774,36.0,89.5,89.0,91.0,-17.120513206817122,6942.371268288152,4381.602732036779,2.805339754996776
73,-29.68924244664214,135.4354439418803,17.0,108.8,101.0,109.2,-9.284721912183159,6991.005896271519,4406.824435829265,2.8070067693489404
74,-29.679766426834,135.4354030987468,21.0,136.95,92.0,153.0,47.54294559084883,7118.372930085614,4514.950444807007,2.831580483161453
75,-29.68374553753826,135.45970876305483,40.5,77.75,75.0,81.0,-5.7950584977152175,6900.082317518718,4364.132385028315,2.809687817005991
76,-29.68443756150491,135.45531928111959,17.0,130.5,130.0,131.0,-10.291162403107592,6960.049413443907,4379.722552161678,2.804957799801699
77,-29.690935468450483,135.4682689027388,40.0,79.5,78.0,82.0,-13.315753873710491,6881.0314917467185,4342.340266976884,2.8084391741380976
78,-29.375027341273714,135.52477674167125,148.2,52.25,46.0,58.0,221.8727356685049,6788.88011502719,4521.792048714538,2.8505416500528833
79,-29.370334296510574,135.5247526715018,7.0,50.5,50.0,51.0,210.36756597360727,6898.617165912234,4577.843364642307,2.836292675209471
80,-29.366724259816213,135.52473415987268,34.333333333333336,45.916666666666664,42.0,48.0,218.03989402077787,6881.11769366129,4575.150473640038,2.8407802278120204
81,-29.36176045615121,135.5247087118988,11.0,38.0,38.0,40.0,218.2439830756739,6889.710586918176,4585.93099976729,2.837994023878506
82,-29.349141441526108,135.52052343361083,18.5,44.0,39.0,50.0,237.555281831912,6916.148615908634,4619.685729189601,2.843536005261196
83,-29.353218760264483,135.5164233803142,11.0,73.0,68.0,74.0,227.75619417975395,6942.698938859416,4614.456370448082,2.8397027969096653
84,-29.347262175472327,135.51639334369656,32.0,55.625,48.0,61.0,240.48401923338315,6924.890972024368,4623.116141434344,2.8451478207978784
85,-29.34420158613521,135.51431770550948,230.0,68.5,68.5,69.0,234.4450834459858,6731.8871617910845,4499.795969324252,2.85297930927141
86,-29.345127779374607,135.50814167274947,11.0,47.85,38.0,49.7,237.4105276524133,6952.092350243394,4637.657174248219,2.8428531442284877
87,-29.33968901478993,135.51429505078517,35.0,46.0,42.0,50.0,241.21216388564062,6910.771410782712,4620.981560757362,2.8438040732274605
88,-29.21718231891769,135.42005804016318,12.0,49.875,48.0,51.0,327.7354054380303,7126.848586046617,4866.4084844105455,2.8469123698919745
89,-29.224826406496625,135.39961381461728,10.0,115.175,0.0,116.0,397.06907266602866,7456.263203542221,5038.873105700797,2.893138459207864
90,-29.224820552673112,135.40156873207198,16.25,31.125,0.0,38.0,350.17351411379786,7210.023374837052,4933.128058450762,2.861367965169749
91,-29.23713655226597,135.41756688814547,93.5,45.25,42.0,47.0,316.68292842616574,7049.3587644925865,4809.829881195059,2.8515095161964115
92,-29.245686358352305,135.4253200189418,25.75,47.875,42.0,53.0,316.0516938707515,7109.1358802745235,4842.079206239461,2.8492313426365907
93,-29.350122384230147,135.58851899859525,6.823529411764706,51.05823529411765,43.7,60.28,240.56179190792682,6827.5957798589225,4547.832191119327,2.848053632121646
94,-29.215019440350947,135.41902040075678,811.6984126984127,83.19984126984129,80.85,89.79,355.2372429646093,6425.958535988575,4464.682921415959,2.9040604469813935
95,-29.219699713308138,135.42315490009221,286.22222222222223,67.32037037037037,67.18,67.89,329.781051241931,6876.101016579247,4711.814827296068,2.864276689003548
96,-29.68221561498745,135.44523227135318,1005.8214285714286,115.90375000000002,105.8,130.3,38.75312900127028,6096.524852266593,3918.606524748335,2.883213122306201
97,-29.68739614780777,135.4478390824207,1067.906976744186,104.49069767441861,97.9,125.6,44.215706123854034,6027.523467722422,3891.929214524316,2.889020494826566
98,-29.684679960288182,135.45041094912838,1051.698113207547,108.49943396226415,106.0,109.1,10.287762082713016,5999.910896224319,3829.751385709402,2.876294731962974
99,-29.694842740908538,135.46068957404123,1244.8724489795918,201.72173469387755,176.9,203.1,25.365883952603326,5921.819486685978,3749.1537196514328,2.897975504864177
100,-29.697020139963165,135.45739170380372,369.62666666666667,189.50026666666668,183.0,192.9,-1.8250419064352172,6689.418266426619,4202.799329140311,2.8313170265112664
101,-29.700676495999762,135.46991635291664,1057.7169811320755,96.37735849056604,87.42,100.0,-119.3221602573758,5117.433333333333,3256.133333333333,2.6865
102,-29.69155086676333,135.46005437745242,717.6666666666666,100.98638888888887,100.6,106.6,4.868481086781685,6287.697000313536,4001.5327519098864,2.855003286534039
103,-29.348796447824267,135.51640107953602,96.37931034482759,87.12189655172413,86.0,89.6,233.0933683639887,6870.180149091684,4575.311444117033,2.8448281132303093
104,-29.215283744133462,135.42107911471894,47.46666666666667,78.21666666666665,78.1,79.8,330.50978100399516,7111.664995269464,4852.105947821612,2.8487147524774405
105,-29.215657167700144,135.41711967290271,83.75,53.3875,48.0,55.5,334.314367530209,7077.9704635291855,4841.462802230511,2.8537736681929537
106,-29.42490722462127,135.53224933980684,11.333333333333334,48.0,30.0,54.0,190.50671697194048,6908.260422655301,4552.078003305971,2.8422766019432166
107,-29.42400472412006,135.53224463501138,17.166666666666668,54.375,32.0,56.0,187.25651373284927,6910.461815683157,4542.3687015110045,2.842399941943543
108,-29.421338006290107,135.52192192947777,420.0,48.25,48.0,48.5,180.9355214779789,6501.625124569713,4309.7216610312535,2.859487443623809
109,-29.466931144762487,135.51782360195463,7.666666666666667,28.333333333333332,21.0,32.0,149.37428911790994,6879.522769703377,4509.115459603214,2.8320987598222693
110,-29.467842849425054,135.5154561256488,6.333333333333333,43.68333333333334,28.0,48.0,155.75331589702546,6915.401897761156,4527.30161302066,2.8355804830378823
111,-29.69826637676193,135.4623591170274,536.1666666666666,87.75,87.0,93.0,-4.483874409630516,6439.241484961065,4086.3533184464322,2.842257051391548
112,-29.70050441529575,135.46753798707877,120.66666666666667,83.5,78.0,86.0,-15.947630932012544,6816.204819080282,4296.550750293398,2.8147170358099736
113,-29.42580972499943,135.53225404481682,10.777777777777779,54.925,52.0,66.3,189.21820373731316,6889.765244600167,4551.229153463304,2.8382663304367717
114,-29.417645641259426,135.5425199140646,16.076923076923077,44.48269230769232,37.4,51.3,189.64443169966762,6863.953444689243,4531.082961706612,2.8394305346715303
115,-29.692764893311534,135.4613002821257,149.0,70.875,68.0,71.0,-15.522447898889368,6783.968962274841,4284.070766069104,2.81490383877303
116,-29.690959945566426,135.46129203777116,23.0,70.0,68.0,72.0,-14.22117268911461,6901.4958042982325,4358.187702249896,2.807052648515352
117,-29.68915499732707,135.46128379416672,15.3,83.95,83.0,85.0,-14.699802496746997,6916.11316243124,4362.1782708405735,2.8056217996408663
118,-29.687350048593483,135.46127555131238,26.5,71.75,71.0,74.0,-11.861941247843788,6898.56298677071,4359.343413959221,2.8071828887038106
119,-29.690995532623905,135.450955925855,97.16666666666667,84.08333333333333,80.0,90.0,-4.158965184713452,6872.102693458633,4349.8938060161745,2.814354319329076
120,-29.68919058179215,135.4509478669485,413.9,100.1,100.0,101.0,-6.6967145206763234,6575.5657473234605,4163.486227895293,2.8317048203641093
121,-29.68738563046624,135.4509398087753,319.5,103.75,102.0,107.0,-2.2368989540991606,6673.623202745453,4226.096905337385,2.82727901936541
122,-29.68558067864621,135.45093175133536,166.33333333333334,84.33333333333333,83.0,86.5,-6.67929153856312,6798.215894943227,4302.6181854686,2.8165023410023453
123,-29.69282837404829,135.44269493496896,180.66666666666666,98.05555555555556,92.0,104.0,-1.6468914339311596,6823.312659077899,4319.470183604892,2.8202412234007594
124,-29.691023421678967,135.44268702310197,15.0,83.0,83.0,86.0,-12.729047837325197,6947.521528726298,4390.516932310609,2.8052191217466707
125,-29.689218468815586,135.44267911195487,11.5,100.0,99.0,102.0,-11.784527426796558,6964.967871933797,4395.17518275715,2.804899379478357
126,-29.687413515458125,135.44267120152765,321.5,92.16666666666667,90.0,96.0,-1.1119507110524864,6678.69654952352,4236.482036678077,2.827654335219007
127,-29.69869947126007,135.46752962862644,265.8333333333333,76.58333333333333,74.0,79.0,-14.099130466496717,6670.942193409224,4215.277705874658,2.8235358414085376
128,-29.696894526730013,135.46752127093455,25.285714285714285,95.89285714285714,94.0,101.0,-12.769596711987106,6911.505529892704,4357.2708724683325,2.808160999474122
129,-29.69508958170557,135.4675129140031,14.75,84.0,81.0,87.0,-14.836821797198354,6911.731884326735,4357.19194755987,2.8071613220171496
130,-29.692338653396824,135.45406284759548,12.625,84.25,84.0,87.0,-14.426323009283806,6931.155907582353,4374.928243730836,2.8053884046862034
131,-29.694143602592177,135.4540709632037,160.5,84.0,84.0,87.0,-12.641105984581372,6793.569552995577,4294.278954184832,2.81531034949849
132,-29.69594855129333,135.4540790795503,406.42857142857144,86.21428571428571,81.0,87.0,-9.366288683970197,6575.138773442151,4160.336586474572,2.8330087699429116
133,-29.69100605149795,135.44785508868605,397.3333333333333,83.0,83.0,88.0,-2.3389464774008957,6588.811676454534,4184.787527166256,2.8324532562966622
134,-29.689201099899922,135.44784708518924,488.3333333333333,100.08333333333333,97.0,106.0,4.842726387323637,6526.6551201530165,4147.466175155234,2.8404116440478444
135,-29.68515732306653,135.4426613145057,14.0,91.875,88.0,99.0,0.9526420544898428,6972.43620210221,4416.277547511789,2.8092981052769357
136,-29.690533703707253,135.45405473272572,448.8,81.9,76.0,82.0,-5.473518887582031,6534.9576597223495,4140.704912299392,2.836378775897529
137,-29.695937885135198,135.45718006580984,468.6666666666667,115.95833333333333,97.0,119.0,5.2499762126099085,6568.734213743584,4152.291831078692,2.844097187105533
138,-29.695035411234866,135.45717597983193,593.3,57.6875,48.0,73.0,19.853960732591077,6409.048870893035,4103.755800697232,2.855368870556826
139,-29.69413293721096,135.4571718940399,577.2272727272727,72.67045454545455,47.0,81.0,19.687261331720947,6459.05957535014,4113.376811567316,2.8576113470394806
140,-29.693230463063497,135.45716780843375,248.45,119.975,117.0,120.0,-11.87919993196192,6736.601295592838,4244.302182038096,2.820937065765394
141,-29.69232798879248,135.45716372301348,530.7142857142857,100.75,100.0,102.0,-5.983533958416956,6458.548123516026,4091.4579841117447,2.8400814374264103
142,-29.691425514397906,135.45715963777909,288.8,83.9,83.0,85.0,-10.827623598495848,6669.5372106175855,4218.880739069362,2.8238631752940044
143,-29.69052303987978,135.4571555527305,34.45454545454545,86.0909090909091,85.0,92.0,-7.133997025059216,6914.767710282118,4372.260317045184,2.8090772491198734
144,-29.68826685304391,135.4571453409222,15.727272727272727,97.86363636363636,91.0,102.0,-4.585071436347789,6951.543674308945,4388.050180240876,2.8094861577396957
145,-29.69548664820048,135.45717802279765,1162.1052631578948,117.92105263157895,111.0,130.0,25.973713590177795,5918.271616674479,3794.9274134353254,2.890619496305918
146,-29.695979437303706,135.45821393229076,1863.75,105.6875,102.0,107.0,19.24412738027604,5234.169743552848,3375.88895263389,2.931771456703145
147,-29.69629172345769,135.45924903088743,1064.8666666666666,110.0,104.0,114.0,9.506583251233678,5983.122124346977,3815.1496455424713,2.8796949188109804
148,-29.69669424877459,135.46028454718007,805.7142857142857,93.78571428571429,88.0,96.0,0.4994893748771574,6204.869701616131,3943.59843375958,2.861254984438946
149,-29.69434422218305,135.46130749655134,467.0,85.15384615384616,83.0,88.0,-6.02248709025298,6503.416100312752,4122.231133617577,2.83729657252227
150,-29.69524669565401,135.46131161933818,752.0714285714286,92.0,88.0,94.0,-1.0850007955559704,6247.59826986539,3969.169456387077,2.856921465794204
151,-29.69614916900138,135.46131574231256,720.65,103.925,102.0,104.0,-6.2821232030582905,6277.816359068413,3978.533543972633,2.8527295855646173
152,-29.697006518566926,135.46131965931198,577.875,99.8125,95.0,100.0,-7.8134943393706635,6412.7300493070725,4057.5448346619232,2.8442758468583222
153,-29.66996848867899,135.39402427857272,1690.304347826087,114.0,109.0,115.0,38.22413447613144,5520.423828000457,3582.4831796003564,2.9199272217262737
154,-29.6716832095695,135.39403096290698,1165.75,103.96875,103.0,107.0,27.161865714355372,5991.327554635682,3862.0650234201894,2.8834483919985114
155,-29.666087802913808,135.39400915300266,27.3125,111.90625,102.0,117.0,18.52413256935324,7073.96701161762,4497.484113777507,2.811249714903739
156,-29.66518531752524,135.3940056358524,18.0,94.0,86.0,104.0,24.97083385896258,7072.999413964128,4513.524996669985,2.8124977331715995
157,-29.673307681581267,135.39403729596728,19.153846153846153,110.15384615384616,94.0,135.0,48.84852856456928,7123.340894867906,4565.57842688528,2.8225501083115256
158,-29.67276619095509,135.39403518488956,74.0909090909091,102.04545454545455,90.0,123.0,41.10268241558879,7051.300697014078,4517.632507636132,2.8227248861318586
159,-29.69997384204288,135.4644343741047,32.857142857142854,75.92857142857143,75.0,77.0,-22.626210292273754,6884.696042345393,4336.784300186606,2.80606140238732
160,-29.699071369615368,135.4644302226153,95.5,69.75,46.0,70.0,-7.861855748207745,6870.633473822847,4328.629860627618,2.8198810519819455
161,-29.69816889706428,135.4644260713147,583.0,79.25,45.0,80.0,10.054727068276406,6451.443658816592,4084.186196844952,2.8578088847678256
162,-29.6972664243896,135.46442192020302,324.75,72.0,72.0,73.0,-15.890249988220603,6610.815673748613,4180.67163939694,2.825777882692867
163,-29.69636395159132,135.46441776928012,260.0,74.0,72.0,75.0,-15.139664268783235,6676.834195137337,4219.123435490772,2.8222912710884787
164,-29.696371183475183,135.46235043867182,660.8333333333334,80.0,78.0,86.0,0.9848864010564284,6322.7181750856835,4023.8579189983648,2.851903242355732
165,-29.69727365653684,135.4623545711187,436.5,75.75,39.0,76.0,8.603602574865363,6592.535664735515,4167.3380773823155,2.8486949933253665
166,-29.69907860228941,135.46236283657646,57.333333333333336,74.83333333333333,74.0,77.0,-19.754130771267228,6866.621564474779,4330.491970350922,2.8082344501833356
167,-29.700861751142,135.46857336950666,14.5,66.25,44.0,67.0,-11.19245274793866,6932.734123105947,4363.921618525026,2.8140205198093753
168,-29.69995927936841,135.4685691808697,37.5,72.5,42.0,73.0,-5.0150160894409055,6934.1062909644315,4362.98701420748,2.8190268044841726
169,-29.703539648875818,135.4768558366055,3.0,69.5,38.0,70.0,-8.12600013397605,6950.63565976698,4367.615904409577,2.8171668475745544
170,-29.699056807471234,135.4685649924233,0.0,63.5,43.0,64.0,-11.789791770803276,6940.448551404261,4369.984026346552,2.8123475058486935
171,-29.67756678979947,135.41782425417583,0.0,82.5,82.0,83.0,-5.909988022547623,7004.606672163136,4437.488279709607,2.803342549302489
172,-29.669486121567306,135.40435651183006,14.6,122.0,112.0,132.0,23.727224023703457,7083.0032924185725,4504.707796289273,2.812882739895846
173,-29.674901021689628,135.4043781753544,6.0,81.25,53.0,82.0,14.682687961256306,7082.401290866801,4489.953842282739,2.8154999960244744
174,-29.67219357218375,135.4043673428529,17.0,66.25,52.0,67.0,7.372863655746187,7031.275655161939,4466.636451187791,2.8106257993923336
175,-29.674913570995745,135.40024435897942,18.0,75.25,50.0,76.0,12.945933352679276,7067.1713089971745,4484.29306621779,2.8149137699441344
176,-29.674932153193282,135.39404362954636,31.8,101.9,96.0,104.0,4.44889277522816,7045.480572907021,4470.248964722552,2.807657054535663
177,-29.67405999353787,135.3837056412874,14.0,86.25,49.0,88.0,23.88449176004724,7135.20470452353,4529.583829129922,2.8195656881001665
178,-29.671352536944212,135.38369536290463,20.0,76.25,49.0,78.0,19.215549073313014,7101.2198567572705,4514.7948002419,2.8160197311901016
179,-29.668645079240363,135.38368508592492,19.0,76.25,47.0,78.0,22.423014144842455,7107.435215541642,4520.416779065476,2.8170552019060877
180,-29.66052269946825,135.38365426340238,13.5,74.25,54.0,76.0,22.404349380070926,7094.27566199236,4519.660757042846,2.8135593452556993
181,-29.66233957214809,135.37952779925948,17.5,94.875,91.0,102.0,20.452379818791087,7085.9113548522,4521.868420790808,2.8089005277991355
182,-29.66414454666813,135.37953457445934,8.0,79.25,78.0,81.0,8.013957954190118,7067.630676428998,4502.011247518611,2.8044596888476976
183,-29.66775449422827,135.37954812670898,18.0,73.5,48.0,74.0,18.730080730936606,7103.36073302757,4518.2434751205,2.8146885862383666
184,-29.6695594672683,135.37955490375893,14.0,76.25,52.0,77.0,17.067578498386865,7106.2251349795115,4518.389193332798,2.8138117498286985
185,-29.656933483021398,135.37640765734344,18.5,73.25,55.0,74.0,22.50008982957661,7096.383402828396,4524.321750365227,2.812571571244127
186,-29.662748606359898,135.39399614034616,18.2,93.8,88.0,102.0,22.435072143860452,7065.8069755464385,4507.235680021688,2.8108929306106036
187,-29.65913866223981,135.39398207507386,18.5,73.75,49.0,74.0,23.459935003629653,7079.648365925059,4505.072489832368,2.8156559174118625
188,-29.657333689439692,135.39397504339786,16.0,74.25,52.0,75.0,23.957261560724874,7078.356419186675,4506.737196932379,2.8148151282242138
189,-29.658670407648398,135.39966340608666,10.0,71.25,43.0,72.0,26.305918149766512,7084.571287154322,4507.924113391753,2.817138474510025
190,-29.65775382273097,135.4043095944804,19.0,72.25,50.0,73.0,23.171053690508415,7056.461717489248,4490.440014059859,2.8154373878910093
191,-29.660461278159172,135.40432041909764,19.0,76.25,49.0,77.0,24.544059170464607,7069.441152053463,4494.745246727682,2.8173034687223213
192,-29.688403057896966,135.41580186459035,16.0,77.5,51.0,78.0,2.9398221632727655,7042.158171522453,4452.636576903387,2.814609118196045
193,-29.68828105406009,135.4530110062253,25.666666666666668,92.66666666666667,91.0,97.0,-7.406545865440421,6934.381883205802,4381.540836681859,2.8079036794841237
194,-29.687378578592266,135.4530069587626,20.5,76.25,41.0,78.0,9.623595662062144,6995.629819514797,4415.681272627706,2.820970816267105
